n,Insertion Sort,Selection Sort,Bubble Sort,Merge Sort,Quick Sort
100,2.057279207998363,1.936183624999103,1.90113429199846,1.967434084002889,2.0569638749984733
500,0.6906374999998661,0.6670917499977804,0.6649294169983477,1.9711238749987388,1.84471595800278
1000,0.6618760409983224,0.6616117499979737,0.37038200000097277,1.8683441659995879,1.8191338340002403
2000,0.39944666699739173,0.39861745899906964,0.5118394999990414,0.6308740840031533,0.640190915997664
3000,0.49408862500058603,0.4945168750018638,0.7639402090026124,0.6639068330005102,0.6491301669993845
5000,0.7932657500023197,0.8082829169979959,1.5320312500007276,0.6680345839995425,0.6483824160022778
